id,x,y,ndvi,ndbi,lst,elevation,rainfall,distance_to_water,population
302,500795.0,2598875.0,-0.023540013195136978,-0.0052720091304378274,-0.031010499372606314,-0.06285195897812637,0.06453376019069905,-0.07836852111387528,-0.0010778018374722061
303,502775.0,2599595.0,-0.019929217593998745,-0.023421736302032762,0.0007056297749125936,0.02281891497114842,-0.09473611673400709,-0.06884974131033464,-0.023651036501991518
304,502205.0,2598725.0,0.10298278937116459,0.09357444482418867,0.001819861921278513,0.05834321951178933,0.06774156757546626,0.2415684765868259,0.06427066458686541
310,501275.0,2598245.0,-0.02532492321694418,-0.06564475900126458,-0.012408002164927349,-0.10508080824417461,0.05001879034172732,0.0030832734304184254,-0.035559265506030426
311,501785.0,2598185.0,-0.016971853416618343,-0.0295820779814441,0.007285830684654838,-0.1113228397201867,0.01083122145004407,-0.09891413032943704,0.012336527967666495
313,501905.0,2598185.0,0.15442201009500708,0.03536227526854395,0.08143360526948533,-0.03959251280386851,0.0651199924359549,-0.06388509770908729,0.08462968706930728
314,500675.0,2598905.0,-0.027843500767931156,-0.030817017582010605,-0.021136698211653506,-0.06063248778923333,0.049452352671440346,-0.1047811011748706,-0.010092697799009771
319,501185.0,2598125.0,-0.024441998833094,-0.04933373191461215,-0.051491002283088935,-0.09178492387067558,0.03823290350017089,-0.03665377694741581,-0.032106819801135
320,501365.0,2597375.0,0.02405751114250862,0.01985693816184385,-0.0317211870112635,-0.013926412872619986,-0.010750523615971308,-0.05154809756561398,0.009618319847017538
324,502475.0,2598365.0,0.12405684995215609,0.0013198874603572734,0.06547248192667443,-0.017694463595060255,0.06774603309494347,0.13020603328933653,0.06027340409308535
327,502925.0,2599925.0,-0.029193923291985394,-0.02889200295818056,-0.05147857132031899,0.06180852298104494,-0.0715514351764427,-0.10021731311138354,-0.03412793182750698
336,501965.0,2597225.0,-0.024770461036807943,-0.02549452061430706,-0.018188773058860123,-0.04704337309232393,-0.0676111486474113,-0.05904420890611161,0.015975840752058712
343,501755.0,2598815.0,0.003966080492162309,-0.02617939282951289,0.020629793614775422,0.07589034006978755,0.05581676363168147,0.24647426248709914,0.0032935977781331886
345,502655.0,2598095.0,-0.01099030092803678,-0.047564237035261,0.012542898283509843,-0.07106479074963938,0.02662450633092339,0.0028165411863441147,-0.004479228244313826
348,500195.0,2599835.0,-0.021483374098042046,0.0008536338966072102,-0.08020516333076515,0.017425401921578546,-0.10789324166470277,-0.09505046214105507,0.0006409673211396685
359,500225.0,2598275.0,0.004633862924791733,0.11716212543980646,0.033589063326532206,0.07919536079517593,0.1520414364979352,0.2124117937431498,0.06659197576522773
362,502325.0,2597765.0,-0.030609808587146403,-0.03441101246427043,-0.007188022885569613,-0.07183709064088777,-0.050578555897508023,-0.06632973476505856,-0.013681894528679172
368,501095.0,2599895.0,0.05524391111115958,0.017600671806114358,0.08007094528186123,0.09625297712360072,-0.026838825665884525,-0.005617038074128317,0.04774000817326488
369,502715.0,2598245.0,-0.005158874190223124,-0.014462241585160815,0.01855025726031258,-0.06200420814364786,0.02270623334115409,0.077624816549314,-0.009929550847140284
383,502655.0,2599235.0,-0.018385028004432435,-0.00505923656034876,0.04801039327349738,0.05269022383920119,-0.07433877367686956,-0.05154994573795116,-0.012671144720924225
386,500705.0,2598365.0,0.17144835134062464,0.11547181623876716,-0.0342678091438325,0.04541077916088783,0.058584710710865934,0.2488493101576382,0.08565622968474398
392,501845.0,2599955.0,-0.005637026074060564,-0.03281135095571131,0.017376750994704565,0.041292972227987584,0.011841781463479216,-0.0339940933587495,0.018455112846399415
